labor_id,warehouse_id,date,shift,headcount_scheduled,headcount_actual,regular_hours,overtime_hours,hourly_rate,labor_cost
LBR-801534,WH-DWC-01,2026-02-05,Morning,12,13,104.0,2.0,14.5,1551.5
LBR-801535,WH-DWC-01,2026-02-05,Evening,12,11,88.0,0.0,14.5,1276.0
LBR-801536,WH-DWC-01,2026-02-05,Night,12,12,96.0,1.5,14.5,1424.62
LBR-801537,WH-DXB-01,2026-02-06,Morning,10,9,72.0,0.0,14.5,1044.0
LBR-801538,WH-DXB-01,2026-02-06,Evening,10,9,72.0,2.0,14.5,1087.5
LBR-801539,WH-DXB-01,2026-02-06,Night,10,10,80.0,0.0,14.5,1160.0
LBR-801540,WH-AUH-01,2026-02-06,Morning,4,4,32.0,2.0,14.5,507.5
LBR-801541,WH-AUH-01,2026-02-06,Evening,4,3,24.0,1.5,14.5,380.62
LBR-801542,WH-AUH-01,2026-02-06,Night,4,5,40.0,1.5,14.5,612.62
LBR-801543,WH-SHJ-01,2026-02-06,Morning,3,2,16.0,0.0,14.5,232.0
LBR-801544,WH-SHJ-01,2026-02-06,Evening,3,3,24.0,0.0,14.5,348.0
LBR-801545,WH-SHJ-01,2026-02-06,Night,3,3,24.0,2.0,14.5,391.5
LBR-801546,WH-DWC-01,2026-02-06,Morning,7,7,56.0,1.5,14.5,844.62
LBR-801547,WH-DWC-01,2026-02-06,Evening,7,7,56.0,0.0,14.5,812.0
LBR-801548,WH-DWC-01,2026-02-06,Night,7,8,64.0,1.5,14.5,960.62
LBR-801549,WH-DXB-01,2026-02-07,Morning,10,10,80.0,0.0,14.5,1160.0
LBR-801550,WH-DXB-01,2026-02-07,Evening,10,10,80.0,0.0,14.5,1160.0
LBR-801551,WH-DXB-01,2026-02-07,Night,10,10,80.0,2.0,14.5,1203.5
LBR-801552,WH-AUH-01,2026-02-07,Morning,4,3,24.0,0.0,14.5,348.0
LBR-801553,WH-AUH-01,2026-02-07,Evening,4,4,32.0,1.5,14.5,496.62
LBR-801554,WH-AUH-01,2026-02-07,Night,4,4,32.0,1.5,14.5,496.62
LBR-801555,WH-SHJ-01,2026-02-07,Morning,3,3,24.0,1.5,14.5,380.62
LBR-801556,WH-SHJ-01,2026-02-07,Evening,3,4,32.0,0.0,14.5,464.0
LBR-801557,WH-SHJ-01,2026-02-07,Night,3,4,32.0,0.0,14.5,464.0
LBR-801558,WH-DWC-01,2026-02-07,Morning,7,7,56.0,2.0,14.5,855.5
LBR-801559,WH-DWC-01,2026-02-07,Evening,7,8,64.0,2.0,14.5,971.5
LBR-801560,WH-DWC-01,2026-02-07,Night,7,7,56.0,1.5,14.5,844.62
LBR-801561,WH-DXB-01,2026-02-08,Morning,18,17,136.0,2.0,14.5,2015.5
LBR-801562,WH-DXB-01,2026-02-08,Evening,18,19,152.0,0.0,14.5,2204.0
LBR-801563,WH-DXB-01,2026-02-08,Night,18,18,144.0,1.5,14.5,2120.62
LBR-801564,WH-AUH-01,2026-02-08,Morning,8,7,56.0,0.0,14.5,812.0
LBR-801565,WH-AUH-01,2026-02-08,Evening,8,8,64.0,2.0,14.5,971.5
LBR-801566,WH-AUH-01,2026-02-08,Night,8,7,56.0,1.5,14.5,844.62
LBR-801567,WH-SHJ-01,2026-02-08,Morning,6,6,48.0,0.0,14.5,696.0
LBR-801568,WH-SHJ-01,2026-02-08,Evening,6,5,40.0,0.0,14.5,580.0
LBR-801569,WH-SHJ-01,2026-02-08,Night,6,7,56.0,2.0,14.5,855.5
LBR-801570,WH-DWC-01,2026-02-08,Morning,12,11,88.0,0.0,14.5,1276.0
LBR-801571,WH-DWC-01,2026-02-08,Evening,12,12,96.0,0.0,14.5,1392.0
LBR-801572,WH-DWC-01,2026-02-08,Night,12,12,96.0,2.0,14.5,1435.5
LBR-801573,WH-DXB-01,2026-02-09,Morning,18,18,144.0,1.5,14.5,2120.62
LBR-801574,WH-DXB-01,2026-02-09,Evening,18,17,136.0,0.0,14.5,1972.0
LBR-801575,WH-DXB-01,2026-02-09,Night,18,18,144.0,0.0,14.5,2088.0
LBR-801576,WH-AUH-01,2026-02-09,Morning,8,9,72.0,0.0,14.5,1044.0
LBR-801577,WH-AUH-01,2026-02-09,Evening,8,9,72.0,0.0,14.5,1044.0
LBR-801578,WH-AUH-01,2026-02-09,Night,8,8,64.0,0.0,14.5,928.0
LBR-801579,WH-SHJ-01,2026-02-09,Morning,6,7,56.0,1.5,14.5,844.62
LBR-801580,WH-SHJ-01,2026-02-09,Evening,6,7,56.0,0.0,14.5,812.0
LBR-801581,WH-SHJ-01,2026-02-09,Night,6,7,56.0,1.5,14.5,844.62
LBR-801582,WH-DWC-01,2026-02-09,Morning,12,11,88.0,0.0,14.5,1276.0
LBR-801583,WH-DWC-01,2026-02-09,Evening,12,12,96.0,0.0,14.5,1392.0
LBR-801584,WH-DWC-01,2026-02-09,Night,12,11,88.0,0.0,14.5,1276.0
LBR-801585,WH-DXB-01,2026-02-10,Morning,18,18,144.0,2.0,14.5,2131.5
LBR-801586,WH-DXB-01,2026-02-10,Evening,18,18,144.0,0.0,14.5,2088.0
LBR-801587,WH-DXB-01,2026-02-10,Night,18,17,136.0,2.0,14.5,2015.5
LBR-801588,WH-AUH-01,2026-02-10,Morning,8,7,56.0,0.0,14.5,812.0
LBR-801589,WH-AUH-01,2026-02-10,Evening,8,8,64.0,2.0,14.5,971.5
LBR-801590,WH-AUH-01,2026-02-10,Night,8,8,64.0,0.0,14.5,928.0
LBR-801591,WH-SHJ-01,2026-02-10,Morning,6,6,48.0,2.0,14.5,739.5
LBR-801592,WH-SHJ-01,2026-02-10,Evening,6,7,56.0,0.0,14.5,812.0
LBR-801593,WH-SHJ-01,2026-02-10,Night,6,6,48.0,0.0,14.5,696.0
LBR-801594,WH-DWC-01,2026-02-10,Morning,12,13,104.0,0.0,14.5,1508.0
LBR-801595,WH-DWC-01,2026-02-10,Evening,12,11,88.0,0.0,14.5,1276.0
LBR-801596,WH-DWC-01,2026-02-10,Night,12,13,104.0,0.0,14.5,1508.0
LBR-801597,WH-DXB-01,2026-02-11,Morning,18,17,136.0,2.0,14.5,2015.5
LBR-801598,WH-DXB-01,2026-02-11,Evening,18,19,152.0,0.0,14.5,2204.0
LBR-801599,WH-DXB-01,2026-02-11,Night,18,17,136.0,1.5,14.5,2004.62
LBR-801600,WH-AUH-01,2026-02-11,Morning,8,8,64.0,0.0,14.5,928.0
LBR-801601,WH-AUH-01,2026-02-11,Evening,8,8,64.0,2.0,14.5,971.5
LBR-801602,WH-AUH-01,2026-02-11,Night,8,8,64.0,2.0,14.5,971.5
LBR-801603,WH-SHJ-01,2026-02-11,Morning,6,6,48.0,2.0,14.5,739.5
LBR-801604,WH-SHJ-01,2026-02-11,Evening,6,6,48.0,2.0,14.5,739.5
LBR-801605,WH-SHJ-01,2026-02-11,Night,6,6,48.0,0.0,14.5,696.0
LBR-801606,WH-DWC-01,2026-02-11,Morning,12,12,96.0,2.0,14.5,1435.5
LBR-801607,WH-DWC-01,2026-02-11,Evening,12,11,88.0,0.0,14.5,1276.0
LBR-801608,WH-DWC-01,2026-02-11,Night,12,11,88.0,1.5,14.5,1308.62
LBR-801609,WH-DXB-01,2026-02-12,Morning,18,17,136.0,0.0,14.5,1972.0
LBR-801610,WH-DXB-01,2026-02-12,Evening,18,18,144.0,0.0,14.5,2088.0
LBR-801611,WH-DXB-01,2026-02-12,Night,18,17,136.0,0.0,14.5,1972.0
LBR-801612,WH-AUH-01,2026-02-12,Morning,8,8,64.0,0.0,14.5,928.0
LBR-801613,WH-AUH-01,2026-02-12,Evening,8,9,72.0,0.0,14.5,1044.0
LBR-801614,WH-AUH-01,2026-02-12,Night,8,8,64.0,1.5,14.5,960.62
LBR-801615,WH-SHJ-01,2026-02-12,Morning,6,6,48.0,0.0,14.5,696.0
LBR-801616,WH-SHJ-01,2026-02-12,Evening,6,5,40.0,0.0,14.5,580.0
LBR-801617,WH-SHJ-01,2026-02-12,Night,6,6,48.0,2.0,14.5,739.5
LBR-801618,WH-DWC-01,2026-02-12,Morning,12,12,96.0,2.0,14.5,1435.5
LBR-801619,WH-DWC-01,2026-02-12,Evening,12,12,96.0,1.5,14.5,1424.62
LBR-801620,WH-DWC-01,2026-02-12,Night,12,13,104.0,2.0,14.5,1551.5
LBR-801621,WH-DXB-01,2026-02-13,Morning,10,10,80.0,0.0,14.5,1160.0
LBR-801622,WH-DXB-01,2026-02-13,Evening,10,10,80.0,1.5,14.5,1192.62
LBR-801623,WH-DXB-01,2026-02-13,Night,10,10,80.0,2.0,14.5,1203.5
LBR-801624,WH-AUH-01,2026-02-13,Morning,4,4,32.0,1.5,14.5,496.62
LBR-801625,WH-AUH-01,2026-02-13,Evening,4,4,32.0,0.0,14.5,464.0
LBR-801626,WH-AUH-01,2026-02-13,Night,4,3,24.0,0.0,14.5,348.0
LBR-801627,WH-SHJ-01,2026-02-13,Morning,3,4,32.0,1.5,14.5,496.62
LBR-801628,WH-SHJ-01,2026-02-13,Evening,3,4,32.0,2.0,14.5,507.5
LBR-801629,WH-SHJ-01,2026-02-13,Night,3,4,32.0,0.0,14.5,464.0
LBR-801630,WH-DWC-01,2026-02-13,Morning,7,7,56.0,2.0,14.5,855.5
LBR-801631,WH-DWC-01,2026-02-13,Evening,7,6,48.0,0.0,14.5,696.0
LBR-801632,WH-DWC-01,2026-02-13,Night,7,8,64.0,0.0,14.5,928.0
LBR-801633,WH-DXB-01,2026-02-14,Morning,10,9,72.0,2.0,14.5,1087.5
LBR-801634,WH-DXB-01,2026-02-14,Evening,10,10,80.0,0.0,14.5,1160.0
LBR-801635,WH-DXB-01,2026-02-14,Night,10,10,80.0,1.5,14.5,1192.62
LBR-801636,WH-AUH-01,2026-02-14,Morning,4,3,24.0,2.0,14.5,391.5
LBR-801637,WH-AUH-01,2026-02-14,Evening,4,5,40.0,1.5,14.5,612.62
LBR-801638,WH-AUH-01,2026-02-14,Night,4,5,40.0,0.0,14.5,580.0
LBR-801639,WH-SHJ-01,2026-02-14,Morning,3,4,32.0,0.0,14.5,464.0
LBR-801640,WH-SHJ-01,2026-02-14,Evening,3,4,32.0,0.0,14.5,464.0
LBR-801641,WH-SHJ-01,2026-02-14,Night,3,3,24.0,2.0,14.5,391.5
LBR-801642,WH-DWC-01,2026-02-14,Morning,7,7,56.0,2.0,14.5,855.5
LBR-801643,WH-DWC-01,2026-02-14,Evening,7,6,48.0,1.5,14.5,728.62
LBR-801644,WH-DWC-01,2026-02-14,Night,7,7,56.0,1.5,14.5,844.62
LBR-801645,WH-DXB-01,2026-02-15,Morning,18,17,136.0,1.5,14.5,2004.62
LBR-801646,WH-DXB-01,2026-02-15,Evening,18,19,152.0,0.0,14.5,2204.0
LBR-801647,WH-DXB-01,2026-02-15,Night,18,18,144.0,0.0,14.5,2088.0
LBR-801648,WH-AUH-01,2026-02-15,Morning,8,9,72.0,0.0,14.5,1044.0
LBR-801649,WH-AUH-01,2026-02-15,Evening,8,8,64.0,1.5,14.5,960.62
LBR-801650,WH-AUH-01,2026-02-15,Night,8,8,64.0,2.0,14.5,971.5
LBR-801651,WH-SHJ-01,2026-02-15,Morning,6,5,40.0,1.5,14.5,612.62
LBR-801652,WH-SHJ-01,2026-02-15,Evening,6,6,48.0,2.0,14.5,739.5
LBR-801653,WH-SHJ-01,2026-02-15,Night,6,5,40.0,0.0,14.5,580.0
LBR-801654,WH-DWC-01,2026-02-15,Morning,12,12,96.0,2.0,14.5,1435.5
LBR-801655,WH-DWC-01,2026-02-15,Evening,12,12,96.0,2.0,14.5,1435.5
LBR-801656,WH-DWC-01,2026-02-15,Night,12,13,104.0,1.5,14.5,1540.62
LBR-801657,WH-DXB-01,2026-02-16,Morning,18,17,136.0,0.0,14.5,1972.0
LBR-801658,WH-DXB-01,2026-02-16,Evening,18,18,144.0,0.0,14.5,2088.0
LBR-801659,WH-DXB-01,2026-02-16,Night,18,19,152.0,0.0,14.5,2204.0
LBR-801660,WH-AUH-01,2026-02-16,Morning,8,8,64.0,0.0,14.5,928.0
LBR-801661,WH-AUH-01,2026-02-16,Evening,8,7,56.0,1.5,14.5,844.62
LBR-801662,WH-AUH-01,2026-02-16,Night,8,8,64.0,0.0,14.5,928.0
LBR-801663,WH-SHJ-01,2026-02-16,Morning,6,5,40.0,0.0,14.5,580.0
LBR-801664,WH-SHJ-01,2026-02-16,Evening,6,5,40.0,0.0,14.5,580.0
LBR-801665,WH-SHJ-01,2026-02-16,Night,6,6,48.0,0.0,14.5,696.0
LBR-801666,WH-DWC-01,2026-02-16,Morning,12,13,104.0,0.0,14.5,1508.0
LBR-801667,WH-DWC-01,2026-02-16,Evening,12,13,104.0,0.0,14.5,1508.0
LBR-801668,WH-DWC-01,2026-02-16,Night,12,11,88.0,2.0,14.5,1319.5
LBR-801669,WH-DXB-01,2026-02-17,Morning,18,18,144.0,1.5,14.5,2120.62
LBR-801670,WH-DXB-01,2026-02-17,Evening,18,18,144.0,1.5,14.5,2120.62
LBR-801671,WH-DXB-01,2026-02-17,Night,18,18,144.0,2.0,14.5,2131.5
LBR-801672,WH-AUH-01,2026-02-17,Morning,8,9,72.0,0.0,14.5,1044.0
LBR-801673,WH-AUH-01,2026-02-17,Evening,8,9,72.0,1.5,14.5,1076.62
LBR-801674,WH-AUH-01,2026-02-17,Night,8,9,72.0,0.0,14.5,1044.0
LBR-801675,WH-SHJ-01,2026-02-17,Morning,6,6,48.0,0.0,14.5,696.0
LBR-801676,WH-SHJ-01,2026-02-17,Evening,6,7,56.0,2.0,14.5,855.5
LBR-801677,WH-SHJ-01,2026-02-17,Night,6,5,40.0,0.0,14.5,580.0
LBR-801678,WH-DWC-01,2026-02-17,Morning,12,13,104.0,2.0,14.5,1551.5
LBR-801679,WH-DWC-01,2026-02-17,Evening,12,12,96.0,0.0,14.5,1392.0
LBR-801680,WH-DWC-01,2026-02-17,Night,12,13,104.0,2.0,14.5,1551.5
LBR-801681,WH-DXB-01,2026-02-18,Morning,18,18,144.0,2.0,14.5,2131.5
LBR-801682,WH-DXB-01,2026-02-18,Evening,18,18,144.0,1.5,14.5,2120.62
LBR-801683,WH-DXB-01,2026-02-18,Night,18,18,144.0,0.0,14.5,2088.0
LBR-801684,WH-AUH-01,2026-02-18,Morning,8,7,56.0,2.0,14.5,855.5
LBR-801685,WH-AUH-01,2026-02-18,Evening,8,9,72.0,1.5,14.5,1076.62
LBR-801686,WH-AUH-01,2026-02-18,Night,8,8,64.0,2.0,14.5,971.5
LBR-801687,WH-SHJ-01,2026-02-18,Morning,6,6,48.0,0.0,14.5,696.0
LBR-801688,WH-SHJ-01,2026-02-18,Evening,6,6,48.0,1.5,14.5,728.62
LBR-801689,WH-SHJ-01,2026-02-18,Night,6,5,40.0,0.0,14.5,580.0
LBR-801690,WH-DWC-01,2026-02-18,Morning,12,12,96.0,0.0,14.5,1392.0
LBR-801691,WH-DWC-01,2026-02-18,Evening,12,12,96.0,0.0,14.5,1392.0
LBR-801692,WH-DWC-01,2026-02-18,Night,12,12,96.0,1.5,14.5,1424.62
LBR-801693,WH-DXB-01,2026-02-19,Morning,18,17,136.0,2.0,14.5,2015.5
LBR-801694,WH-DXB-01,2026-02-19,Evening,18,17,136.0,0.0,14.5,1972.0
LBR-801695,WH-DXB-01,2026-02-19,Night,18,18,144.0,0.0,14.5,2088.0
LBR-801696,WH-AUH-01,2026-02-19,Morning,8,9,72.0,0.0,14.5,1044.0
LBR-801697,WH-AUH-01,2026-02-19,Evening,8,9,72.0,2.0,14.5,1087.5
LBR-801698,WH-AUH-01,2026-02-19,Night,8,9,72.0,1.5,14.5,1076.62
LBR-801699,WH-SHJ-01,2026-02-19,Morning,6,7,56.0,0.0,14.5,812.0
LBR-801700,WH-SHJ-01,2026-02-19,Evening,6,6,48.0,0.0,14.5,696.0
LBR-801701,WH-SHJ-01,2026-02-19,Night,6,5,40.0,0.0,14.5,580.0
LBR-801702,WH-DWC-01,2026-02-19,Morning,12,12,96.0,2.0,14.5,1435.5
LBR-801703,WH-DWC-01,2026-02-19,Evening,12,13,104.0,2.0,14.5,1551.5
LBR-801704,WH-DWC-01,2026-02-19,Night,12,11,88.0,1.5,14.5,1308.62
LBR-801705,WH-DXB-01,2026-02-20,Morning,10,11,88.0,0.0,14.5,1276.0
LBR-801706,WH-DXB-01,2026-02-20,Evening,10,11,88.0,0.0,14.5,1276.0
LBR-801707,WH-DXB-01,2026-02-20,Night,10,10,80.0,0.0,14.5,1160.0
LBR-801708,WH-AUH-01,2026-02-20,Morning,4,5,40.0,0.0,14.5,580.0
LBR-801709,WH-AUH-01,2026-02-20,Evening,4,4,32.0,0.0,14.5,464.0
LBR-801710,WH-AUH-01,2026-02-20,Night,4,5,40.0,1.5,14.5,612.62
LBR-801711,WH-SHJ-01,2026-02-20,Morning,3,3,24.0,0.0,14.5,348.0
LBR-801712,WH-SHJ-01,2026-02-20,Evening,3,3,24.0,1.5,14.5,380.62
LBR-801713,WH-SHJ-01,2026-02-20,Night,3,3,24.0,2.0,14.5,391.5
LBR-801714,WH-DWC-01,2026-02-20,Morning,7,6,48.0,0.0,14.5,696.0
LBR-801715,WH-DWC-01,2026-02-20,Evening,7,8,64.0,2.0,14.5,971.5
LBR-801716,WH-DWC-01,2026-02-20,Night,7,7,56.0,2.0,14.5,855.5
LBR-801717,WH-DXB-01,2026-02-21,Morning,10,9,72.0,1.5,14.5,1076.62
LBR-801718,WH-DXB-01,2026-02-21,Evening,10,9,72.0,0.0,14.5,1044.0
LBR-801719,WH-DXB-01,2026-02-21,Night,10,11,88.0,1.5,14.5,1308.62
LBR-801720,WH-AUH-01,2026-02-21,Morning,4,5,40.0,0.0,14.5,580.0
LBR-801721,WH-AUH-01,2026-02-21,Evening,4,4,32.0,0.0,14.5,464.0
LBR-801722,WH-AUH-01,2026-02-21,Night,4,4,32.0,0.0,14.5,464.0
LBR-801723,WH-SHJ-01,2026-02-21,Morning,3,3,24.0,2.0,14.5,391.5
LBR-801724,WH-SHJ-01,2026-02-21,Evening,3,3,24.0,2.0,14.5,391.5
LBR-801725,WH-SHJ-01,2026-02-21,Night,3,4,32.0,1.5,14.5,496.62
LBR-801726,WH-DWC-01,2026-02-21,Morning,7,7,56.0,2.0,14.5,855.5
LBR-801727,WH-DWC-01,2026-02-21,Evening,7,7,56.0,0.0,14.5,812.0
LBR-801728,WH-DWC-01,2026-02-21,Night,7,8,64.0,0.0,14.5,928.0
LBR-801729,WH-DXB-01,2026-02-22,Morning,18,18,144.0,1.5,14.5,2120.62
LBR-801730,WH-DXB-01,2026-02-22,Evening,18,18,144.0,2.0,14.5,2131.5
LBR-801731,WH-DXB-01,2026-02-22,Night,18,18,144.0,0.0,14.5,2088.0
LBR-801732,WH-AUH-01,2026-02-22,Morning,8,9,72.0,2.0,14.5,1087.5
LBR-801733,WH-AUH-01,2026-02-22,Evening,8,9,72.0,1.5,14.5,1076.62
LBR-801734,WH-AUH-01,2026-02-22,Night,8,8,64.0,1.5,14.5,960.62
LBR-801735,WH-SHJ-01,2026-02-22,Morning,6,6,48.0,0.0,14.5,696.0
LBR-801736,WH-SHJ-01,2026-02-22,Evening,6,7,56.0,0.0,14.5,812.0
LBR-801737,WH-SHJ-01,2026-02-22,Night,6,6,48.0,0.0,14.5,696.0
LBR-801738,WH-DWC-01,2026-02-22,Morning,12,11,88.0,0.0,14.5,1276.0
LBR-801739,WH-DWC-01,2026-02-22,Evening,12,12,96.0,0.0,14.5,1392.0
LBR-801740,WH-DWC-01,2026-02-22,Night,12,12,96.0,1.5,14.5,1424.62
LBR-801741,WH-DXB-01,2026-02-23,Morning,18,17,136.0,0.0,14.5,1972.0
LBR-801742,WH-DXB-01,2026-02-23,Evening,18,19,152.0,1.5,14.5,2236.62
LBR-801743,WH-DXB-01,2026-02-23,Night,18,18,144.0,2.0,14.5,2131.5
LBR-801744,WH-AUH-01,2026-02-23,Morning,8,7,56.0,0.0,14.5,812.0
LBR-801745,WH-AUH-01,2026-02-23,Evening,8,8,64.0,0.0,14.5,928.0
LBR-801746,WH-AUH-01,2026-02-23,Night,8,7,56.0,0.0,14.5,812.0
LBR-801747,WH-SHJ-01,2026-02-23,Morning,6,6,48.0,2.0,14.5,739.5
LBR-801748,WH-SHJ-01,2026-02-23,Evening,6,7,56.0,1.5,14.5,844.62
LBR-801749,WH-SHJ-01,2026-02-23,Night,6,6,48.0,1.5,14.5,728.62
LBR-801750,WH-DWC-01,2026-02-23,Morning,12,11,88.0,0.0,14.5,1276.0
LBR-801751,WH-DWC-01,2026-02-23,Evening,12,12,96.0,1.5,14.5,1424.62
LBR-801752,WH-DWC-01,2026-02-23,Night,12,12,96.0,0.0,14.5,1392.0
LBR-801753,WH-DXB-01,2026-02-24,Morning,18,18,144.0,1.5,14.5,2120.62
LBR-801754,WH-DXB-01,2026-02-24,Evening,18,19,152.0,0.0,14.5,2204.0
LBR-801755,WH-DXB-01,2026-02-24,Night,18,17,136.0,1.5,14.5,2004.62
LBR-801756,WH-AUH-01,2026-02-24,Morning,8,8,64.0,2.0,14.5,971.5
LBR-801757,WH-AUH-01,2026-02-24,Evening,8,7,56.0,2.0,14.5,855.5
LBR-801758,WH-AUH-01,2026-02-24,Night,8,9,72.0,0.0,14.5,1044.0
LBR-801759,WH-SHJ-01,2026-02-24,Morning,6,6,48.0,2.0,14.5,739.5
LBR-801760,WH-SHJ-01,2026-02-24,Evening,6,5,40.0,0.0,14.5,580.0
LBR-801761,WH-SHJ-01,2026-02-24,Night,6,6,48.0,0.0,14.5,696.0
LBR-801762,WH-DWC-01,2026-02-24,Morning,12,13,104.0,2.0,14.5,1551.5
LBR-801763,WH-DWC-01,2026-02-24,Evening,12,11,88.0,0.0,14.5,1276.0
LBR-801764,WH-DWC-01,2026-02-24,Night,12,13,104.0,0.0,14.5,1508.0
LBR-801765,WH-DXB-01,2026-02-25,Morning,18,17,136.0,0.0,14.5,1972.0
LBR-801766,WH-DXB-01,2026-02-25,Evening,18,18,144.0,1.5,14.5,2120.62
LBR-801767,WH-DXB-01,2026-02-25,Night,18,19,152.0,0.0,14.5,2204.0
LBR-801768,WH-AUH-01,2026-02-25,Morning,8,9,72.0,0.0,14.5,1044.0
LBR-801769,WH-AUH-01,2026-02-25,Evening,8,8,64.0,0.0,14.5,928.0
LBR-801770,WH-AUH-01,2026-02-25,Night,8,8,64.0,1.5,14.5,960.62
LBR-801771,WH-SHJ-01,2026-02-25,Morning,6,5,40.0,1.5,14.5,612.62
LBR-801772,WH-SHJ-01,2026-02-25,Evening,6,6,48.0,2.0,14.5,739.5
LBR-801773,WH-SHJ-01,2026-02-25,Night,6,6,48.0,1.5,14.5,728.62
LBR-801774,WH-DWC-01,2026-02-25,Morning,12,12,96.0,1.5,14.5,1424.62
LBR-801775,WH-DWC-01,2026-02-25,Evening,12,13,104.0,0.0,14.5,1508.0
LBR-801776,WH-DWC-01,2026-02-25,Night,12,11,88.0,1.5,14.5,1308.62
LBR-801777,WH-DXB-01,2026-02-26,Morning,18,18,144.0,1.5,14.5,2120.62
LBR-801778,WH-DXB-01,2026-02-26,Evening,18,18,144.0,2.0,14.5,2131.5
LBR-801779,WH-DXB-01,2026-02-26,Night,18,18,144.0,0.0,14.5,2088.0
LBR-801780,WH-AUH-01,2026-02-26,Morning,8,8,64.0,0.0,14.5,928.0
LBR-801781,WH-AUH-01,2026-02-26,Evening,8,9,72.0,0.0,14.5,1044.0
LBR-801782,WH-AUH-01,2026-02-26,Night,8,9,72.0,2.0,14.5,1087.5
LBR-801783,WH-SHJ-01,2026-02-26,Morning,6,6,48.0,0.0,14.5,696.0
LBR-801784,WH-SHJ-01,2026-02-26,Evening,6,7,56.0,2.0,14.5,855.5
LBR-801785,WH-SHJ-01,2026-02-26,Night,6,6,48.0,0.0,14.5,696.0
LBR-801786,WH-DWC-01,2026-02-26,Morning,12,12,96.0,0.0,14.5,1392.0
LBR-801787,WH-DWC-01,2026-02-26,Evening,12,11,88.0,2.0,14.5,1319.5
LBR-801788,WH-DWC-01,2026-02-26,Night,12,12,96.0,0.0,14.5,1392.0
LBR-801789,WH-DXB-01,2026-02-27,Morning,10,11,88.0,0.0,14.5,1276.0
LBR-801790,WH-DXB-01,2026-02-27,Evening,10,10,80.0,1.5,14.5,1192.62
LBR-801791,WH-DXB-01,2026-02-27,Night,10,9,72.0,2.0,14.5,1087.5
LBR-801792,WH-AUH-01,2026-02-27,Morning,4,4,32.0,0.0,14.5,464.0
LBR-801793,WH-AUH-01,2026-02-27,Evening,4,4,32.0,1.5,14.5,496.62
LBR-801794,WH-AUH-01,2026-02-27,Night,4,4,32.0,1.5,14.5,496.62
LBR-801795,WH-SHJ-01,2026-02-27,Morning,3,3,24.0,2.0,14.5,391.5
LBR-801796,WH-SHJ-01,2026-02-27,Evening,3,3,24.0,2.0,14.5,391.5
LBR-801797,WH-SHJ-01,2026-02-27,Night,3,3,24.0,0.0,14.5,348.0
LBR-801798,WH-DWC-01,2026-02-27,Morning,7,6,48.0,0.0,14.5,696.0
LBR-801799,WH-DWC-01,2026-02-27,Evening,7,7,56.0,0.0,14.5,812.0
LBR-801800,WH-DWC-01,2026-02-27,Night,7,6,48.0,0.0,14.5,696.0
LBR-801801,WH-DXB-01,2026-02-28,Morning,10,9,72.0,0.0,14.5,1044.0
LBR-801802,WH-DXB-01,2026-02-28,Evening,10,10,80.0,2.0,14.5,1203.5
LBR-801803,WH-DXB-01,2026-02-28,Night,10,10,80.0,2.0,14.5,1203.5
LBR-801804,WH-AUH-01,2026-02-28,Morning,4,4,32.0,2.0,14.5,507.5
LBR-801805,WH-AUH-01,2026-02-28,Evening,4,4,32.0,2.0,14.5,507.5
LBR-801806,WH-AUH-01,2026-02-28,Night,4,3,24.0,1.5,14.5,380.62
LBR-801807,WH-SHJ-01,2026-02-28,Morning,3,2,16.0,2.0,14.5,275.5
LBR-801808,WH-SHJ-01,2026-02-28,Evening,3,3,24.0,0.0,14.5,348.0
LBR-801809,WH-SHJ-01,2026-02-28,Night,3,3,24.0,0.0,14.5,348.0
LBR-801810,WH-DWC-01,2026-02-28,Morning,7,7,56.0,1.5,14.5,844.62
LBR-801811,WH-DWC-01,2026-02-28,Evening,7,8,64.0,0.0,14.5,928.0
LBR-801812,WH-DWC-01,2026-02-28,Night,7,7,56.0,2.0,14.5,855.5
LBR-801813,WH-DXB-01,2026-03-01,Morning,18,18,144.0,2.0,14.5,2131.5
LBR-801814,WH-DXB-01,2026-03-01,Evening,18,17,136.0,0.0,14.5,1972.0
LBR-801815,WH-DXB-01,2026-03-01,Night,18,18,144.0,0.0,14.5,2088.0
LBR-801816,WH-AUH-01,2026-03-01,Morning,8,9,72.0,0.0,14.5,1044.0
LBR-801817,WH-AUH-01,2026-03-01,Evening,8,8,64.0,0.0,14.5,928.0
LBR-801818,WH-AUH-01,2026-03-01,Night,8,9,72.0,2.0,14.5,1087.5
LBR-801819,WH-SHJ-01,2026-03-01,Morning,6,5,40.0,1.5,14.5,612.62
LBR-801820,WH-SHJ-01,2026-03-01,Evening,6,7,56.0,0.0,14.5,812.0
LBR-801821,WH-SHJ-01,2026-03-01,Night,6,5,40.0,1.5,14.5,612.62
LBR-801822,WH-DWC-01,2026-03-01,Morning,12,12,96.0,0.0,14.5,1392.0
LBR-801823,WH-DWC-01,2026-03-01,Evening,12,12,96.0,1.5,14.5,1424.62
LBR-801824,WH-DWC-01,2026-03-01,Night,12,12,96.0,0.0,14.5,1392.0
LBR-801825,WH-DXB-01,2026-03-02,Morning,18,17,136.0,1.5,14.5,2004.62
LBR-801826,WH-DXB-01,2026-03-02,Evening,18,18,144.0,1.5,14.5,2120.62
LBR-801827,WH-DXB-01,2026-03-02,Night,18,17,136.0,0.0,14.5,1972.0
