appointment_id,warehouse_id,carrier_name,client_id,date,scheduled_time,actual_arrival_time,dwell_time_minutes,status,dock_number
DCK-205224,WH-DWC-01,Gulf Overland Express,CLT-110,2026-01-11,2026-01-11 09:00:00,2026-01-11 09:00:00,47,Completed,3
DCK-205225,WH-DWC-01,ExpressAir Logistics,CLT-108,2026-01-11,2026-01-11 10:00:00,2026-01-11 10:29:00,43,Completed,4
DCK-205226,WH-DWC-01,Falcon Courier,CLT-106,2026-01-11,2026-01-11 11:00:00,2026-01-11 11:00:00,41,Completed,5
DCK-205227,WH-DWC-01,Falcon Courier,CLT-106,2026-01-11,2026-01-11 12:00:00,2026-01-11 12:00:00,30,Completed,6
DCK-205228,WH-DWC-01,Emirates Freight,CLT-110,2026-01-11,2026-01-11 13:00:00,2026-01-11 13:00:00,34,Completed,7
DCK-205229,WH-DWC-01,Falcon Courier,CLT-106,2026-01-11,2026-01-11 14:00:00,2026-01-11 14:13:00,20,Completed,8
DCK-205230,WH-DWC-01,Gulf Overland Express,CLT-109,2026-01-11,2026-01-11 15:00:00,2026-01-11 15:16:00,26,Completed,9
DCK-205231,WH-DWC-01,Gulf Overland Express,CLT-105,2026-01-11,2026-01-11 16:00:00,2026-01-11 16:07:00,40,Completed,10
DCK-205232,WH-DWC-01,ExpressAir Logistics,CLT-103,2026-01-11,2026-01-11 17:00:00,2026-01-11 17:11:00,26,Completed,1
DCK-205233,WH-DWC-01,Falcon Courier,CLT-104,2026-01-11,2026-01-11 18:00:00,2026-01-11 18:08:00,33,Completed,2
DCK-205234,WH-DWC-01,ExpressAir Logistics,CLT-102,2026-01-11,2026-01-11 07:00:00,2026-01-11 07:14:00,40,Completed,3
DCK-205235,WH-DWC-01,Gulf Overland Express,CLT-109,2026-01-11,2026-01-11 08:00:00,2026-01-11 08:06:00,19,Completed,4
DCK-205236,WH-DWC-01,Emirates Freight,CLT-107,2026-01-11,2026-01-11 09:00:00,2026-01-11 09:06:00,34,Completed,5
DCK-205237,WH-DWC-01,Falcon Courier,CLT-110,2026-01-11,2026-01-11 10:00:00,2026-01-11 10:00:00,56,Completed,6
DCK-205238,WH-DXB-01,ExpressAir Logistics,CLT-108,2026-01-12,2026-01-12 07:00:00,2026-01-12 07:08:00,25,Completed,1
DCK-205239,WH-DXB-01,Falcon Courier,CLT-103,2026-01-12,2026-01-12 08:00:00,2026-01-12 08:15:00,35,Completed,2
DCK-205240,WH-DXB-01,Emirates Freight,CLT-101,2026-01-12,2026-01-12 09:00:00,2026-01-12 09:08:00,32,Completed,3
DCK-205241,WH-DXB-01,Emirates Freight,CLT-107,2026-01-12,2026-01-12 10:00:00,2026-01-12 10:08:00,19,Completed,4
DCK-205242,WH-DXB-01,RedSea Transit,CLT-105,2026-01-12,2026-01-12 11:00:00,2026-01-12 11:07:00,35,Completed,5
DCK-205243,WH-DXB-01,Falcon Courier,CLT-105,2026-01-12,2026-01-12 12:00:00,2026-01-12 12:00:00,36,Completed,6
DCK-205244,WH-DXB-01,Gulf Overland Express,CLT-102,2026-01-12,2026-01-12 13:00:00,2026-01-12 13:26:00,50,Completed,7
DCK-205245,WH-DXB-01,ExpressAir Logistics,CLT-102,2026-01-12,2026-01-12 14:00:00,2026-01-12 14:10:00,40,Completed,8
DCK-205246,WH-DXB-01,Gulf Overland Express,CLT-108,2026-01-12,2026-01-12 15:00:00,2026-01-12 15:00:00,40,Completed,9
DCK-205247,WH-DXB-01,Falcon Courier,CLT-106,2026-01-12,2026-01-12 16:00:00,2026-01-12 16:05:00,45,Completed,10
DCK-205248,WH-DXB-01,Gulf Overland Express,CLT-108,2026-01-12,2026-01-12 17:00:00,2026-01-12 17:03:00,40,Completed,11
DCK-205249,WH-DXB-01,Falcon Courier,CLT-101,2026-01-12,2026-01-12 18:00:00,2026-01-12 18:00:00,45,Completed,12
DCK-205250,WH-DXB-01,Falcon Courier,CLT-103,2026-01-12,2026-01-12 07:00:00,2026-01-12 07:20:00,21,Completed,1
DCK-205251,WH-DXB-01,RedSea Transit,CLT-109,2026-01-12,2026-01-12 08:00:00,2026-01-12 08:00:00,18,Completed,2
DCK-205252,WH-DXB-01,Gulf Overland Express,CLT-105,2026-01-12,2026-01-12 09:00:00,2026-01-12 09:00:00,50,Completed,3
DCK-205253,WH-DXB-01,Emirates Freight,CLT-105,2026-01-12,2026-01-12 10:00:00,2026-01-12 10:00:00,42,Completed,4
DCK-205254,WH-DXB-01,Emirates Freight,CLT-103,2026-01-12,2026-01-12 11:00:00,2026-01-12 11:00:00,27,Completed,5
DCK-205255,WH-DXB-01,RedSea Transit,CLT-101,2026-01-12,2026-01-12 12:00:00,2026-01-12 12:06:00,36,Completed,6
DCK-205256,WH-DXB-01,Emirates Freight,CLT-101,2026-01-12,2026-01-12 13:00:00,2026-01-12 13:00:00,27,Completed,7
DCK-205257,WH-DXB-01,RedSea Transit,CLT-104,2026-01-12,2026-01-12 14:00:00,2026-01-12 14:11:00,28,Completed,8
DCK-205258,WH-DXB-01,Gulf Overland Express,CLT-102,2026-01-12,2026-01-12 15:00:00,2026-01-12 15:07:00,42,Completed,9
DCK-205259,WH-DXB-01,Falcon Courier,CLT-108,2026-01-12,2026-01-12 16:00:00,2026-01-12 16:00:00,44,Completed,10
DCK-205260,WH-AUH-01,ExpressAir Logistics,CLT-110,2026-01-12,2026-01-12 07:00:00,2026-01-12 07:27:00,37,Completed,1
DCK-205261,WH-AUH-01,RedSea Transit,CLT-102,2026-01-12,2026-01-12 08:00:00,2026-01-12 08:00:00,47,Completed,2
DCK-205262,WH-AUH-01,Gulf Overland Express,CLT-104,2026-01-12,2026-01-12 09:00:00,2026-01-12 09:00:00,39,Completed,3
DCK-205263,WH-AUH-01,Emirates Freight,CLT-102,2026-01-12,2026-01-12 10:00:00,2026-01-12 10:14:00,31,Completed,4
DCK-205264,WH-AUH-01,ExpressAir Logistics,CLT-101,2026-01-12,2026-01-12 11:00:00,2026-01-12 11:00:00,33,Completed,5
DCK-205265,WH-AUH-01,RedSea Transit,CLT-102,2026-01-12,2026-01-12 12:00:00,2026-01-12 12:07:00,42,Completed,6
DCK-205266,WH-AUH-01,ExpressAir Logistics,CLT-103,2026-01-12,2026-01-12 13:00:00,2026-01-12 13:05:00,33,Completed,7
DCK-205267,WH-AUH-01,ExpressAir Logistics,CLT-104,2026-01-12,2026-01-12 14:00:00,2026-01-12 14:00:00,36,Completed,8
DCK-205268,WH-AUH-01,ExpressAir Logistics,CLT-109,2026-01-12,2026-01-12 15:00:00,2026-01-12 15:00:00,39,Completed,1
DCK-205269,WH-AUH-01,Falcon Courier,CLT-101,2026-01-12,2026-01-12 16:00:00,2026-01-12 16:00:00,41,Completed,2
DCK-205270,WH-AUH-01,RedSea Transit,CLT-104,2026-01-12,2026-01-12 17:00:00,2026-01-12 17:03:00,39,Completed,3
DCK-205271,WH-AUH-01,RedSea Transit,CLT-101,2026-01-12,2026-01-12 18:00:00,2026-01-12 18:40:00,23,Completed,4
DCK-205272,WH-SHJ-01,RedSea Transit,CLT-109,2026-01-12,2026-01-12 07:00:00,2026-01-12 07:00:00,24,Completed,1
DCK-205273,WH-SHJ-01,RedSea Transit,CLT-104,2026-01-12,2026-01-12 08:00:00,2026-01-12 08:00:00,46,Completed,2
DCK-205274,WH-SHJ-01,Falcon Courier,CLT-109,2026-01-12,2026-01-12 09:00:00,2026-01-12 09:31:00,14,Completed,3
DCK-205275,WH-SHJ-01,Falcon Courier,CLT-104,2026-01-12,2026-01-12 10:00:00,2026-01-12 10:04:00,30,Completed,4
DCK-205276,WH-SHJ-01,Emirates Freight,CLT-106,2026-01-12,2026-01-12 11:00:00,2026-01-12 11:27:00,32,Completed,1
DCK-205277,WH-SHJ-01,ExpressAir Logistics,CLT-109,2026-01-12,2026-01-12 12:00:00,2026-01-12 12:23:00,42,Completed,2
DCK-205278,WH-SHJ-01,Gulf Overland Express,CLT-107,2026-01-12,2026-01-12 13:00:00,2026-01-12 13:03:00,34,Completed,3
DCK-205279,WH-SHJ-01,ExpressAir Logistics,CLT-102,2026-01-12,2026-01-12 14:00:00,2026-01-12 14:12:00,28,Completed,4
DCK-205280,WH-DWC-01,Emirates Freight,CLT-104,2026-01-12,2026-01-12 07:00:00,2026-01-12 07:07:00,35,Completed,1
DCK-205281,WH-DWC-01,Falcon Courier,CLT-105,2026-01-12,2026-01-12 08:00:00,2026-01-12 08:10:00,36,Completed,2
DCK-205282,WH-DWC-01,Emirates Freight,CLT-103,2026-01-12,2026-01-12 09:00:00,2026-01-12 09:00:00,47,Completed,3
DCK-205283,WH-DWC-01,Emirates Freight,CLT-107,2026-01-12,2026-01-12 10:00:00,2026-01-12 10:00:00,32,Completed,4
DCK-205284,WH-DWC-01,RedSea Transit,CLT-101,2026-01-12,2026-01-12 11:00:00,2026-01-12 11:38:00,36,Completed,5
DCK-205285,WH-DWC-01,Emirates Freight,CLT-102,2026-01-12,2026-01-12 12:00:00,2026-01-12 12:00:00,31,Completed,6
DCK-205286,WH-DWC-01,Gulf Overland Express,CLT-103,2026-01-12,2026-01-12 13:00:00,2026-01-12 13:19:00,35,Completed,7
DCK-205287,WH-DWC-01,Falcon Courier,CLT-109,2026-01-12,2026-01-12 14:00:00,2026-01-12 14:00:00,33,Completed,8
DCK-205288,WH-DWC-01,ExpressAir Logistics,CLT-107,2026-01-12,2026-01-12 15:00:00,2026-01-12 15:15:00,45,Completed,9
DCK-205289,WH-DWC-01,RedSea Transit,CLT-101,2026-01-12,2026-01-12 16:00:00,2026-01-12 16:00:00,44,Completed,10
DCK-205290,WH-DWC-01,ExpressAir Logistics,CLT-101,2026-01-12,2026-01-12 17:00:00,2026-01-12 17:02:00,27,Completed,1
DCK-205291,WH-DWC-01,RedSea Transit,CLT-101,2026-01-12,2026-01-12 18:00:00,2026-01-12 18:34:00,32,Completed,2
DCK-205292,WH-DWC-01,Emirates Freight,CLT-110,2026-01-12,2026-01-12 07:00:00,2026-01-12 07:30:00,21,Completed,3
DCK-205293,WH-DWC-01,RedSea Transit,CLT-102,2026-01-12,2026-01-12 08:00:00,2026-01-12 08:09:00,24,Completed,4
DCK-205294,WH-DWC-01,Falcon Courier,CLT-110,2026-01-12,2026-01-12 09:00:00,2026-01-12 09:19:00,28,Completed,5
DCK-205295,WH-DWC-01,Emirates Freight,CLT-103,2026-01-12,2026-01-12 10:00:00,2026-01-12 10:13:00,40,Completed,6
DCK-205296,WH-DWC-01,ExpressAir Logistics,CLT-106,2026-01-12,2026-01-12 11:00:00,2026-01-12 11:15:00,39,Completed,7
DCK-205297,WH-DXB-01,Emirates Freight,CLT-108,2026-01-13,2026-01-13 07:00:00,2026-01-13 07:24:00,30,Completed,1
DCK-205298,WH-DXB-01,Falcon Courier,CLT-101,2026-01-13,2026-01-13 08:00:00,2026-01-13 08:07:00,37,Completed,2
DCK-205299,WH-DXB-01,Gulf Overland Express,CLT-110,2026-01-13,2026-01-13 09:00:00,2026-01-13 09:01:00,23,Completed,3
DCK-205300,WH-DXB-01,Emirates Freight,CLT-105,2026-01-13,2026-01-13 10:00:00,2026-01-13 10:00:00,43,Completed,4
DCK-205301,WH-DXB-01,ExpressAir Logistics,CLT-102,2026-01-13,2026-01-13 11:00:00,2026-01-13 11:00:00,52,Completed,5
DCK-205302,WH-DXB-01,RedSea Transit,CLT-110,2026-01-13,2026-01-13 12:00:00,2026-01-13 12:03:00,43,Completed,6
DCK-205303,WH-DXB-01,RedSea Transit,CLT-107,2026-01-13,2026-01-13 13:00:00,2026-01-13 13:02:00,35,Completed,7
DCK-205304,WH-DXB-01,Gulf Overland Express,CLT-107,2026-01-13,2026-01-13 14:00:00,2026-01-13 14:05:00,24,Completed,8
DCK-205305,WH-DXB-01,Emirates Freight,CLT-108,2026-01-13,2026-01-13 15:00:00,2026-01-13 15:00:00,40,Completed,9
DCK-205306,WH-DXB-01,Falcon Courier,CLT-108,2026-01-13,2026-01-13 16:00:00,2026-01-13 16:03:00,24,Completed,10
DCK-205307,WH-DXB-01,Falcon Courier,CLT-110,2026-01-13,2026-01-13 17:00:00,2026-01-13 17:31:00,37,Completed,11
DCK-205308,WH-DXB-01,Emirates Freight,CLT-103,2026-01-13,2026-01-13 18:00:00,2026-01-13 18:24:00,27,Completed,12
DCK-205309,WH-DXB-01,ExpressAir Logistics,CLT-108,2026-01-13,2026-01-13 07:00:00,2026-01-13 07:00:00,24,Completed,1
DCK-205310,WH-DXB-01,Emirates Freight,CLT-103,2026-01-13,2026-01-13 08:00:00,2026-01-13 08:16:00,41,Completed,2
DCK-205311,WH-DXB-01,ExpressAir Logistics,CLT-102,2026-01-13,2026-01-13 09:00:00,2026-01-13 09:01:00,41,Completed,3
DCK-205312,WH-DXB-01,RedSea Transit,CLT-107,2026-01-13,2026-01-13 10:00:00,2026-01-13 10:01:00,55,Completed,4
DCK-205313,WH-DXB-01,Emirates Freight,CLT-108,2026-01-13,2026-01-13 11:00:00,2026-01-13 11:12:00,32,Completed,5
DCK-205314,WH-DXB-01,ExpressAir Logistics,CLT-107,2026-01-13,2026-01-13 12:00:00,2026-01-13 12:04:00,26,Completed,6
DCK-205315,WH-DXB-01,Gulf Overland Express,CLT-110,2026-01-13,2026-01-13 13:00:00,2026-01-13 13:21:00,39,Completed,7
DCK-205316,WH-DXB-01,RedSea Transit,CLT-103,2026-01-13,2026-01-13 14:00:00,2026-01-13 14:16:00,45,Completed,8
DCK-205317,WH-DXB-01,Gulf Overland Express,CLT-101,2026-01-13,2026-01-13 15:00:00,2026-01-13 15:07:00,30,Completed,9
DCK-205318,WH-DXB-01,Falcon Courier,CLT-107,2026-01-13,2026-01-13 16:00:00,2026-01-13 16:00:00,37,Completed,10
DCK-205319,WH-AUH-01,RedSea Transit,CLT-110,2026-01-13,2026-01-13 07:00:00,2026-01-13 07:00:00,20,Completed,1
DCK-205320,WH-AUH-01,Falcon Courier,CLT-102,2026-01-13,2026-01-13 08:00:00,2026-01-13 08:34:00,41,Completed,2
DCK-205321,WH-AUH-01,Gulf Overland Express,CLT-104,2026-01-13,2026-01-13 09:00:00,2026-01-13 09:15:00,40,Completed,3
DCK-205322,WH-AUH-01,Emirates Freight,CLT-102,2026-01-13,2026-01-13 10:00:00,2026-01-13 10:00:00,33,Completed,4
DCK-205323,WH-AUH-01,ExpressAir Logistics,CLT-102,2026-01-13,2026-01-13 11:00:00,2026-01-13 11:10:00,30,Completed,5
DCK-205324,WH-AUH-01,RedSea Transit,CLT-108,2026-01-13,2026-01-13 12:00:00,2026-01-13 12:00:00,41,Completed,6
DCK-205325,WH-AUH-01,Falcon Courier,CLT-102,2026-01-13,2026-01-13 13:00:00,2026-01-13 13:07:00,26,Completed,7
DCK-205326,WH-AUH-01,Gulf Overland Express,CLT-102,2026-01-13,2026-01-13 14:00:00,2026-01-13 14:17:00,31,Completed,8
DCK-205327,WH-AUH-01,Emirates Freight,CLT-107,2026-01-13,2026-01-13 15:00:00,2026-01-13 15:07:00,29,Completed,1
DCK-205328,WH-AUH-01,Falcon Courier,CLT-109,2026-01-13,2026-01-13 16:00:00,2026-01-13 16:00:00,50,Completed,2
DCK-205329,WH-AUH-01,Falcon Courier,CLT-103,2026-01-13,2026-01-13 17:00:00,2026-01-13 17:03:00,32,Completed,3
DCK-205330,WH-AUH-01,Emirates Freight,CLT-109,2026-01-13,2026-01-13 18:00:00,2026-01-13 18:00:00,50,Completed,4
DCK-205331,WH-SHJ-01,ExpressAir Logistics,CLT-102,2026-01-13,2026-01-13 07:00:00,2026-01-13 07:20:00,40,Completed,1
DCK-205332,WH-SHJ-01,RedSea Transit,CLT-105,2026-01-13,2026-01-13 08:00:00,2026-01-13 08:03:00,33,Completed,2
DCK-205333,WH-SHJ-01,Falcon Courier,CLT-102,2026-01-13,2026-01-13 09:00:00,2026-01-13 09:00:00,31,Completed,3
DCK-205334,WH-SHJ-01,ExpressAir Logistics,CLT-103,2026-01-13,2026-01-13 10:00:00,2026-01-13 10:03:00,42,Completed,4
DCK-205335,WH-SHJ-01,Gulf Overland Express,CLT-106,2026-01-13,2026-01-13 11:00:00,2026-01-13 11:09:00,20,Completed,1
DCK-205336,WH-SHJ-01,RedSea Transit,CLT-104,2026-01-13,2026-01-13 12:00:00,2026-01-13 12:00:00,26,Completed,2
DCK-205337,WH-SHJ-01,Gulf Overland Express,CLT-103,2026-01-13,2026-01-13 13:00:00,2026-01-13 13:07:00,35,Completed,3
DCK-205338,WH-DWC-01,ExpressAir Logistics,CLT-110,2026-01-13,2026-01-13 07:00:00,2026-01-13 07:02:00,32,Completed,1
DCK-205339,WH-DWC-01,ExpressAir Logistics,CLT-109,2026-01-13,2026-01-13 08:00:00,2026-01-13 08:00:00,39,Completed,2
DCK-205340,WH-DWC-01,Emirates Freight,CLT-102,2026-01-13,2026-01-13 09:00:00,2026-01-13 09:00:00,51,Completed,3
DCK-205341,WH-DWC-01,Emirates Freight,CLT-104,2026-01-13,2026-01-13 10:00:00,2026-01-13 10:00:00,34,Completed,4
DCK-205342,WH-DWC-01,ExpressAir Logistics,CLT-101,2026-01-13,2026-01-13 11:00:00,2026-01-13 11:24:00,44,Completed,5
DCK-205343,WH-DWC-01,Falcon Courier,CLT-108,2026-01-13,2026-01-13 12:00:00,2026-01-13 12:04:00,37,Completed,6
DCK-205344,WH-DWC-01,Falcon Courier,CLT-109,2026-01-13,2026-01-13 13:00:00,2026-01-13 13:03:00,41,Completed,7
DCK-205345,WH-DWC-01,Emirates Freight,CLT-110,2026-01-13,2026-01-13 14:00:00,2026-01-13 14:15:00,26,Completed,8
DCK-205346,WH-DWC-01,Gulf Overland Express,CLT-102,2026-01-13,2026-01-13 15:00:00,2026-01-13 15:07:00,35,Completed,9
DCK-205347,WH-DWC-01,Emirates Freight,CLT-107,2026-01-13,2026-01-13 16:00:00,2026-01-13 16:06:00,38,Completed,10
DCK-205348,WH-DWC-01,Emirates Freight,CLT-101,2026-01-13,2026-01-13 17:00:00,2026-01-13 18:00:00,39,Delayed,1
DCK-205349,WH-DWC-01,RedSea Transit,CLT-105,2026-01-13,2026-01-13 18:00:00,2026-01-13 18:00:00,34,Completed,2
DCK-205350,WH-DWC-01,RedSea Transit,CLT-101,2026-01-13,2026-01-13 07:00:00,2026-01-13 07:02:00,32,Completed,3
DCK-205351,WH-DWC-01,Gulf Overland Express,CLT-104,2026-01-13,2026-01-13 08:00:00,2026-01-13 08:27:00,32,Completed,4
DCK-205352,WH-DWC-01,Falcon Courier,CLT-104,2026-01-13,2026-01-13 09:00:00,2026-01-13 09:36:00,32,Completed,5
DCK-205353,WH-DXB-01,Emirates Freight,CLT-104,2026-01-14,2026-01-14 07:00:00,2026-01-14 07:12:00,36,Completed,1
DCK-205354,WH-DXB-01,ExpressAir Logistics,CLT-103,2026-01-14,2026-01-14 08:00:00,2026-01-14 08:00:00,24,Completed,2
DCK-205355,WH-DXB-01,ExpressAir Logistics,CLT-109,2026-01-14,2026-01-14 09:00:00,2026-01-14 09:00:00,33,Completed,3
DCK-205356,WH-DXB-01,Emirates Freight,CLT-103,2026-01-14,2026-01-14 10:00:00,2026-01-14 10:00:00,31,Completed,4
DCK-205357,WH-DXB-01,Falcon Courier,CLT-103,2026-01-14,2026-01-14 11:00:00,2026-01-14 11:00:00,39,Completed,5
DCK-205358,WH-DXB-01,Gulf Overland Express,CLT-110,2026-01-14,2026-01-14 12:00:00,2026-01-14 12:18:00,22,Completed,6
DCK-205359,WH-DXB-01,RedSea Transit,CLT-107,2026-01-14,2026-01-14 13:00:00,2026-01-14 13:12:00,51,Completed,7
DCK-205360,WH-DXB-01,ExpressAir Logistics,CLT-105,2026-01-14,2026-01-14 14:00:00,2026-01-14 14:27:00,37,Completed,8
DCK-205361,WH-DXB-01,Gulf Overland Express,CLT-103,2026-01-14,2026-01-14 15:00:00,2026-01-14 15:09:00,30,Completed,9
DCK-205362,WH-DXB-01,ExpressAir Logistics,CLT-103,2026-01-14,2026-01-14 16:00:00,2026-01-14 16:00:00,23,Completed,10
DCK-205363,WH-DXB-01,Emirates Freight,CLT-104,2026-01-14,2026-01-14 17:00:00,2026-01-14 17:00:00,30,Completed,11
DCK-205364,WH-DXB-01,Falcon Courier,CLT-109,2026-01-14,2026-01-14 18:00:00,2026-01-14 18:09:00,39,Completed,12
DCK-205365,WH-DXB-01,RedSea Transit,CLT-110,2026-01-14,2026-01-14 07:00:00,2026-01-14 07:37:00,31,Completed,1
DCK-205366,WH-DXB-01,Emirates Freight,CLT-109,2026-01-14,2026-01-14 08:00:00,2026-01-14 08:00:00,30,Completed,2
DCK-205367,WH-DXB-01,ExpressAir Logistics,CLT-108,2026-01-14,2026-01-14 09:00:00,2026-01-14 09:23:00,31,Completed,3
DCK-205368,WH-DXB-01,RedSea Transit,CLT-101,2026-01-14,2026-01-14 10:00:00,2026-01-14 10:18:00,38,Completed,4
DCK-205369,WH-AUH-01,ExpressAir Logistics,CLT-108,2026-01-14,2026-01-14 07:00:00,2026-01-14 07:00:00,32,Completed,1
DCK-205370,WH-AUH-01,Emirates Freight,CLT-104,2026-01-14,2026-01-14 08:00:00,2026-01-14 08:00:00,34,Completed,2
DCK-205371,WH-AUH-01,RedSea Transit,CLT-103,2026-01-14,2026-01-14 09:00:00,2026-01-14 09:23:00,40,Completed,3
DCK-205372,WH-AUH-01,RedSea Transit,CLT-110,2026-01-14,2026-01-14 10:00:00,2026-01-14 10:06:00,53,Completed,4
DCK-205373,WH-AUH-01,Falcon Courier,CLT-108,2026-01-14,2026-01-14 11:00:00,2026-01-14 11:00:00,31,Completed,5
DCK-205374,WH-AUH-01,Falcon Courier,CLT-108,2026-01-14,2026-01-14 12:00:00,2026-01-14 12:19:00,32,Completed,6
DCK-205375,WH-AUH-01,Falcon Courier,CLT-101,2026-01-14,2026-01-14 13:00:00,2026-01-14 13:14:00,29,Completed,7
DCK-205376,WH-AUH-01,RedSea Transit,CLT-109,2026-01-14,2026-01-14 14:00:00,2026-01-14 14:13:00,31,Completed,8
DCK-205377,WH-AUH-01,ExpressAir Logistics,CLT-109,2026-01-14,2026-01-14 15:00:00,2026-01-14 15:00:00,39,Completed,1
DCK-205378,WH-AUH-01,Gulf Overland Express,CLT-107,2026-01-14,2026-01-14 16:00:00,2026-01-14 16:00:00,38,Completed,2
DCK-205379,WH-AUH-01,RedSea Transit,CLT-106,2026-01-14,2026-01-14 17:00:00,2026-01-14 17:00:00,36,Completed,3
DCK-205380,WH-AUH-01,Emirates Freight,CLT-107,2026-01-14,2026-01-14 18:00:00,2026-01-14 18:00:00,31,Completed,4
DCK-205381,WH-AUH-01,ExpressAir Logistics,CLT-107,2026-01-14,2026-01-14 07:00:00,2026-01-14 07:13:00,21,Completed,5
DCK-205382,WH-SHJ-01,Emirates Freight,CLT-108,2026-01-14,2026-01-14 07:00:00,2026-01-14 07:05:00,38,Completed,1
DCK-205383,WH-SHJ-01,Emirates Freight,CLT-110,2026-01-14,2026-01-14 08:00:00,2026-01-14 08:04:00,49,Completed,2
DCK-205384,WH-SHJ-01,RedSea Transit,CLT-106,2026-01-14,2026-01-14 09:00:00,2026-01-14 09:00:00,34,Completed,3
DCK-205385,WH-SHJ-01,Emirates Freight,CLT-107,2026-01-14,2026-01-14 10:00:00,2026-01-14 10:05:00,28,Completed,4
DCK-205386,WH-SHJ-01,ExpressAir Logistics,CLT-105,2026-01-14,2026-01-14 11:00:00,2026-01-14 11:00:00,44,Completed,1
DCK-205387,WH-SHJ-01,Falcon Courier,CLT-108,2026-01-14,2026-01-14 12:00:00,2026-01-14 12:10:00,43,Completed,2
DCK-205388,WH-DWC-01,Emirates Freight,CLT-105,2026-01-14,2026-01-14 07:00:00,2026-01-14 07:10:00,37,Completed,1
DCK-205389,WH-DWC-01,Gulf Overland Express,CLT-103,2026-01-14,2026-01-14 08:00:00,2026-01-14 08:06:00,39,Completed,2
DCK-205390,WH-DWC-01,Gulf Overland Express,CLT-109,2026-01-14,2026-01-14 09:00:00,2026-01-14 09:26:00,16,Completed,3
DCK-205391,WH-DWC-01,ExpressAir Logistics,CLT-103,2026-01-14,2026-01-14 10:00:00,2026-01-14 10:24:00,33,Completed,4
DCK-205392,WH-DWC-01,Falcon Courier,CLT-110,2026-01-14,2026-01-14 11:00:00,2026-01-14 11:17:00,39,Completed,5
DCK-205393,WH-DWC-01,Emirates Freight,CLT-107,2026-01-14,2026-01-14 12:00:00,2026-01-14 12:43:00,33,Completed,6
DCK-205394,WH-DWC-01,Emirates Freight,CLT-103,2026-01-14,2026-01-14 13:00:00,2026-01-14 13:18:00,35,Completed,7
DCK-205395,WH-DWC-01,Emirates Freight,CLT-109,2026-01-14,2026-01-14 14:00:00,2026-01-14 14:25:00,12,Completed,8
DCK-205396,WH-DWC-01,RedSea Transit,CLT-110,2026-01-14,2026-01-14 15:00:00,2026-01-14 15:05:00,36,Completed,9
DCK-205397,WH-DWC-01,Falcon Courier,CLT-106,2026-01-14,2026-01-14 16:00:00,2026-01-14 16:00:00,41,Completed,10
DCK-205398,WH-DWC-01,Falcon Courier,CLT-102,2026-01-14,2026-01-14 17:00:00,2026-01-14 17:05:00,27,Completed,1
DCK-205399,WH-DWC-01,Emirates Freight,CLT-102,2026-01-14,2026-01-14 18:00:00,2026-01-14 18:00:00,46,Completed,2
DCK-205400,WH-DWC-01,RedSea Transit,CLT-106,2026-01-14,2026-01-14 07:00:00,2026-01-14 07:07:00,33,Completed,3
DCK-205401,WH-DWC-01,Falcon Courier,CLT-110,2026-01-14,2026-01-14 08:00:00,2026-01-14 08:00:00,31,Completed,4
DCK-205402,WH-DWC-01,Falcon Courier,CLT-107,2026-01-14,2026-01-14 09:00:00,2026-01-14 09:11:00,34,Completed,5
DCK-205403,WH-DXB-01,ExpressAir Logistics,CLT-102,2026-01-15,2026-01-15 07:00:00,2026-01-15 07:00:00,36,Completed,1
DCK-205404,WH-DXB-01,Emirates Freight,CLT-110,2026-01-15,2026-01-15 08:00:00,2026-01-15 08:00:00,35,Completed,2
DCK-205405,WH-DXB-01,RedSea Transit,CLT-103,2026-01-15,2026-01-15 09:00:00,2026-01-15 09:00:00,40,Completed,3
DCK-205406,WH-DXB-01,ExpressAir Logistics,CLT-109,2026-01-15,2026-01-15 10:00:00,2026-01-15 10:00:00,37,Completed,4
DCK-205407,WH-DXB-01,Falcon Courier,CLT-106,2026-01-15,2026-01-15 11:00:00,2026-01-15 11:23:00,46,Completed,5
DCK-205408,WH-DXB-01,Gulf Overland Express,CLT-105,2026-01-15,2026-01-15 12:00:00,2026-01-15 12:23:00,45,Completed,6
DCK-205409,WH-DXB-01,Emirates Freight,CLT-103,2026-01-15,2026-01-15 13:00:00,2026-01-15 13:04:00,37,Completed,7
DCK-205410,WH-DXB-01,RedSea Transit,CLT-109,2026-01-15,2026-01-15 14:00:00,2026-01-15 14:25:00,34,Completed,8
DCK-205411,WH-DXB-01,RedSea Transit,CLT-107,2026-01-15,2026-01-15 15:00:00,2026-01-15 15:22:00,25,Completed,9
DCK-205412,WH-DXB-01,Gulf Overland Express,CLT-108,2026-01-15,2026-01-15 16:00:00,2026-01-15 16:11:00,30,Completed,10
DCK-205413,WH-DXB-01,Falcon Courier,CLT-110,2026-01-15,2026-01-15 17:00:00,2026-01-15 17:17:00,42,Completed,11
DCK-205414,WH-DXB-01,ExpressAir Logistics,CLT-105,2026-01-15,2026-01-15 18:00:00,2026-01-15 18:00:00,26,Completed,12
DCK-205415,WH-DXB-01,Falcon Courier,CLT-101,2026-01-15,2026-01-15 07:00:00,2026-01-15 07:00:00,31,Completed,1
DCK-205416,WH-DXB-01,Emirates Freight,CLT-102,2026-01-15,2026-01-15 08:00:00,2026-01-15 08:04:00,36,Completed,2
